,Item_Identifier,Item_Weight,Item_Fat_Content,Item_Visibility,Item_Type,Item_MRP,Outlet_Identifier,Outlet_Establishment_Year,Outlet_Size,Outlet_Location_Type,Outlet_Type
233,FDW21,5.34,Regular,0.005975976,Snack Foods,100.8358,OUT045,2002,,Tier 2,Supermarket Type1
234,FDV34,10.695,Regular,0.011425458000000001,Snack Foods,73.6038,OUT046,1997,Small,Tier 1,Supermarket Type1
235,FDS59,14.8,Regular,0.043961689000000005,Breads,109.15700000000001,OUT049,1999,Medium,Tier 1,Supermarket Type1
236,NCW17,18.0,Low Fat,0.01949589,Health and Hygiene,127.8994,OUT017,2007,,Tier 2,Supermarket Type1
237,NCK54,12.15,Low Fat,0.029523375,Household,117.215,OUT046,1997,Small,Tier 1,Supermarket Type1
238,FDG17,,Regular,0.062751586,Frozen Foods,244.2486,OUT019,1985,Small,Tier 1,Grocery Store
239,FDG35,21.2,Regular,0.0,Starchy Foods,173.0738,OUT017,2007,,Tier 2,Supermarket Type1
240,FDD08,8.3,Low Fat,0.059175952999999996,Fruits and Vegetables,37.8506,OUT010,1998,,Tier 3,Grocery Store
241,NCO07,9.06,Low Fat,0.009831566,Others,211.15599999999998,OUT017,2007,,Tier 2,Supermarket Type1
242,FDJ10,5.095,reg,0.21676258399999998,Snack Foods,142.2838,OUT010,1998,,Tier 3,Grocery Store
243,FDW36,11.15,Low Fat,0.057254675,Baking Goods,104.0622,OUT017,2007,,Tier 2,Supermarket Type1
244,FDW21,5.34,Regular,0.0,Snack Foods,101.0358,OUT010,1998,,Tier 3,Grocery Store
245,FDY19,19.75,Low Fat,0.041598912,Fruits and Vegetables,118.0466,OUT017,2007,,Tier 2,Supermarket Type1
246,DRE03,19.6,Low Fat,0.024206741,Dairy,47.0718,OUT013,1987,High,Tier 3,Supermarket Type1
247,NCC55,10.695,Low Fat,0.063862271,Household,38.1848,OUT049,1999,Medium,Tier 1,Supermarket Type1
248,FDH52,9.42,Regular,0.073484791,Frozen Foods,63.6194,OUT010,1998,,Tier 3,Grocery Store
249,FDO09,13.5,Regular,0.125983278,Snack Foods,264.691,OUT017,2007,,Tier 2,Supermarket Type1
250,FDU43,19.35,Regular,0.058161092000000005,Fruits and Vegetables,239.4564,OUT045,2002,,Tier 2,Supermarket Type1
251,FDX09,9.0,Low Fat,0.10921389999999999,Snack Foods,175.037,OUT010,1998,,Tier 3,Grocery Store
252,FDH40,,Regular,0.138195491,Frozen Foods,83.1276,OUT019,1985,Small,Tier 1,Grocery Store
253,FDW58,20.75,Low Fat,0.007595816,Snack Foods,104.4622,OUT017,2007,,Tier 2,Supermarket Type1
254,FDC47,15.0,Low Fat,0.11956313,Snack Foods,227.2694,OUT017,2007,,Tier 2,Supermarket Type1
255,NCR41,17.85,LF,0.018020588,Health and Hygiene,94.4094,OUT035,2004,Small,Tier 2,Supermarket Type1
256,DRG49,7.81,Low Fat,0.067442541,Soft Drinks,244.7486,OUT035,2004,Small,Tier 2,Supermarket Type1
257,FDC52,,Regular,0.008239804,Dairy,152.2708,OUT027,1985,Medium,Tier 3,Supermarket Type3
258,FDY13,12.1,Low Fat,0.030127406000000002,Canned,74.567,OUT046,1997,Small,Tier 1,Supermarket Type1
259,FDY35,17.6,Regular,0.016014343,Breads,44.0402,OUT013,1987,High,Tier 3,Supermarket Type1
260,FDI35,14.0,Low Fat,0.041524728999999996,Starchy Foods,181.7634,OUT017,2007,,Tier 2,Supermarket Type1
261,NCU18,15.1,Low Fat,0.055926872,Household,141.4496,OUT049,1999,Medium,Tier 1,Supermarket Type1
262,FDY33,14.5,Regular,0.097597084,Snack Foods,158.5262,OUT018,2009,Medium,Tier 3,Supermarket Type2
263,FDC15,,Low Fat,0.177107232,Dairy,157.5288,OUT027,1985,Medium,Tier 3,Supermarket Type3
264,FDU01,20.25,Regular,0.0,Canned,186.4924,OUT049,1999,Medium,Tier 1,Supermarket Type1
265,NCU42,9.0,Low Fat,0.019506654,Household,169.5474,OUT046,1997,Small,Tier 1,Supermarket Type1
266,NCV29,11.8,Low Fat,0.022936556,Health and Hygiene,177.6686,OUT018,2009,Medium,Tier 3,Supermarket Type2
267,NCY30,20.25,Low Fat,0.02610006,Household,182.8976,OUT017,2007,,Tier 2,Supermarket Type1
268,FDQ46,7.51,Low Fat,0.10397443099999999,Snack Foods,112.1544,OUT049,1999,Medium,Tier 1,Supermarket Type1
269,FDG58,,Regular,0.086360962,Snack Foods,153.7972,OUT027,1985,Medium,Tier 3,Supermarket Type3
270,FDK33,17.85,Low Fat,0.011298801,Snack Foods,213.25599999999997,OUT017,2007,,Tier 2,Supermarket Type1
271,NCD07,9.1,Low Fat,0.055541152999999996,Household,115.6518,OUT045,2002,,Tier 2,Supermarket Type1
272,NCX29,,Low Fat,0.088720803,Health and Hygiene,144.4102,OUT027,1985,Medium,Tier 3,Supermarket Type3
273,NCT42,5.88,Low Fat,0.024866608999999998,Household,148.3392,OUT013,1987,High,Tier 3,Supermarket Type1
274,DRN59,15.0,Low Fat,0.064129493,Hard Drinks,45.906000000000006,OUT035,2004,Small,Tier 2,Supermarket Type1
275,FDI44,16.1,Low Fat,0.10021391699999999,Fruits and Vegetables,79.0328,OUT035,2004,Small,Tier 2,Supermarket Type1
276,FDA45,21.25,Low Fat,0.15562125400000001,Snack Foods,178.237,OUT049,1999,Medium,Tier 1,Supermarket Type1
277,FDP31,21.1,Regular,0.161832494,Fruits and Vegetables,65.7168,OUT045,2002,,Tier 2,Supermarket Type1
278,FDY01,11.8,Regular,0.17028349199999998,Canned,115.1834,OUT046,1997,Small,Tier 1,Supermarket Type1
279,FDT09,15.15,Regular,0.012313256000000002,Snack Foods,132.8284,OUT018,2009,Medium,Tier 3,Supermarket Type2
280,DRH03,,Low Fat,0.0,Dairy,94.81200000000001,OUT027,1985,Medium,Tier 3,Supermarket Type3
281,FDA36,5.985,Low Fat,0.005689466,Baking Goods,186.6924,OUT018,2009,Medium,Tier 3,Supermarket Type2
282,NCF31,9.13,Low Fat,0.052140695,Household,153.4024,OUT017,2007,,Tier 2,Supermarket Type1
283,FDG14,9.0,Regular,0.050579228,Canned,151.3024,OUT049,1999,Medium,Tier 1,Supermarket Type1
284,FDG28,,Regular,0.04904165,Frozen Foods,245.5144,OUT027,1985,Medium,Tier 3,Supermarket Type3
285,FDU14,17.75,Low Fat,0.034806679,Dairy,250.175,OUT049,1999,Medium,Tier 1,Supermarket Type1
286,FDY47,,Regular,0.09539525800000001,Breads,131.131,OUT019,1985,Small,Tier 1,Grocery Store
287,FDI56,7.325,Low Fat,0.09353057099999999,Fruits and Vegetables,90.4146,OUT049,1999,Medium,Tier 1,Supermarket Type1
288,DRD01,12.1,Regular,0.061124625999999994,Soft Drinks,56.4614,OUT013,1987,High,Tier 3,Supermarket Type1
289,FDM22,14.0,Regular,0.0,Snack Foods,54.864,OUT046,1997,Small,Tier 1,Supermarket Type1
290,FDH33,12.85,Low Fat,0.121624114,Snack Foods,42.2428,OUT013,1987,High,Tier 3,Supermarket Type1
291,DRZ24,7.535,Low Fat,0.081719458,Soft Drinks,118.444,OUT013,1987,High,Tier 3,Supermarket Type1
292,NCQ38,16.35,Low Fat,0.01336643,Others,105.228,OUT046,1997,Small,Tier 1,Supermarket Type1
293,FDO16,,Low Fat,0.015035032,Frozen Foods,84.025,OUT027,1985,Medium,Tier 3,Supermarket Type3
294,FDU07,,Low Fat,0.059557164,Fruits and Vegetables,149.2366,OUT027,1985,Medium,Tier 3,Supermarket Type3
295,NCB07,19.2,Low Fat,0.077443049,Household,194.511,OUT013,1987,High,Tier 3,Supermarket Type1
296,FDU48,18.85,Low Fat,0.055470720999999994,Baking Goods,132.1284,OUT045,2002,,Tier 2,Supermarket Type1
297,NCM43,14.5,Low Fat,0.019514866999999998,Others,165.12099999999998,OUT045,2002,,Tier 2,Supermarket Type1
298,FDR31,6.46,Regular,0.08228859,Fruits and Vegetables,144.4102,OUT010,1998,,Tier 3,Grocery Store
299,DRK49,14.15,Low Fat,0.036090136,Soft Drinks,41.1138,OUT018,2009,Medium,Tier 3,Supermarket Type2
300,NCI30,20.25,Low Fat,0.098645981,Household,244.74599999999998,OUT010,1998,,Tier 3,Grocery Store
301,DRD60,15.7,Low Fat,0.03744271,Soft Drinks,181.1634,OUT017,2007,,Tier 2,Supermarket Type1
302,NCG19,20.25,Low Fat,0.147933567,Household,235.3616,OUT046,1997,Small,Tier 1,Supermarket Type1
303,FDH12,9.6,LF,0.084937598,Baking Goods,105.02799999999999,OUT035,2004,Small,Tier 2,Supermarket Type1
304,FDM32,20.5,Low Fat,0.020601136000000003,Fruits and Vegetables,91.68299999999999,OUT035,2004,Small,Tier 2,Supermarket Type1
305,FDM27,12.35,Regular,0.15843938800000001,Meat,156.0946,OUT035,2004,Small,Tier 2,Supermarket Type1
306,NCU53,,Low Fat,0.0,Health and Hygiene,165.7842,OUT027,1985,Medium,Tier 3,Supermarket Type3
307,NCQ18,15.75,Low Fat,0.135072801,Household,99.17,OUT046,1997,Small,Tier 1,Supermarket Type1
308,FDS10,19.2,Low Fat,0.035156307000000005,Snack Foods,179.1318,OUT013,1987,High,Tier 3,Supermarket Type1
309,FDB33,,Low Fat,0.014509563999999999,Fruits and Vegetables,157.4262,OUT027,1985,Medium,Tier 3,Supermarket Type3
310,FDI12,9.395,Regular,0.10031539099999999,Baking Goods,85.8856,OUT013,1987,High,Tier 3,Supermarket Type1
311,NCW42,18.2,Low Fat,0.058420325,Household,221.4456,OUT013,1987,High,Tier 3,Supermarket Type1
312,NCC06,19.0,Low Fat,0.027096297999999998,Household,128.6336,OUT018,2009,Medium,Tier 3,Supermarket Type2
313,FDW02,4.805,Regular,0.037912667000000004,Dairy,125.8704,OUT017,2007,,Tier 2,Supermarket Type1
314,NCD43,8.85,Low Fat,0.016110572,Household,104.2964,OUT017,2007,,Tier 2,Supermarket Type1
315,FDM57,11.65,Regular,0.076158144,Snack Foods,82.9908,OUT018,2009,Medium,Tier 3,Supermarket Type2
316,FDA58,9.395,Low Fat,0.104338095,Snack Foods,236.8932,OUT017,2007,,Tier 2,Supermarket Type1
317,FDK56,9.695,Low Fat,0.129998012,Fruits and Vegetables,185.1898,OUT046,1997,Small,Tier 1,Supermarket Type1
318,FDP52,18.7,Regular,0.0,Frozen Foods,231.201,OUT045,2002,,Tier 2,Supermarket Type1
319,FDW20,20.75,LF,0.024247803,Fruits and Vegetables,123.973,OUT018,2009,Medium,Tier 3,Supermarket Type2
320,FDS52,8.89,Low Fat,0.005483027,Frozen Foods,100.4016,OUT049,1999,Medium,Tier 1,Supermarket Type1
321,NCT29,12.6,Low Fat,0.064371885,Health and Hygiene,119.8414,OUT018,2009,Medium,Tier 3,Supermarket Type2
322,NCL54,12.6,Low Fat,0.08268494900000001,Household,176.6054,OUT013,1987,High,Tier 3,Supermarket Type1
323,FDC05,13.1,Regular,0.098984923,Frozen Foods,198.2768,OUT045,2002,,Tier 2,Supermarket Type1
324,FDF34,9.3,Regular,0.014016743,Snack Foods,196.8084,OUT035,2004,Small,Tier 2,Supermarket Type1
325,FDP03,,Regular,0.060880827,Meat,124.4388,OUT027,1985,Medium,Tier 3,Supermarket Type3
326,FDD32,17.7,Regular,0.068511767,Fruits and Vegetables,83.2276,OUT010,1998,,Tier 3,Grocery Store
327,FDZ10,17.85,Low Fat,0.0,Snack Foods,127.50200000000001,OUT045,2002,,Tier 2,Supermarket Type1
328,FDZ40,8.935,Low Fat,0.04017515,Frozen Foods,54.1298,OUT035,2004,Small,Tier 2,Supermarket Type1
329,FDD51,11.15,Low Fat,0.120441348,Dairy,43.7744,OUT018,2009,Medium,Tier 3,Supermarket Type2
330,NCY30,,Low Fat,0.045440802999999995,Household,179.5976,OUT019,1985,Small,Tier 1,Grocery Store
331,FDP58,11.1,LF,0.135906738,Snack Foods,217.9482,OUT017,2007,,Tier 2,Supermarket Type1
332,FDV49,10.0,Low Fat,0.025973287999999997,Canned,264.3226,OUT017,2007,,Tier 2,Supermarket Type1
333,FDY24,,Regular,0.23372937,Baking Goods,52.4298,OUT019,1985,Small,Tier 1,Grocery Store
334,NCO55,12.8,Low Fat,0.091552173,Others,107.1938,OUT017,2007,,Tier 2,Supermarket Type1
335,FDR13,9.895,Regular,0.028883289,Canned,116.6492,OUT017,2007,,Tier 2,Supermarket Type1
336,FDS51,13.35,Low Fat,0.03236252,Meat,62.0194,OUT017,2007,,Tier 2,Supermarket Type1
337,FDP26,7.785,Low Fat,0.13983584400000001,Dairy,104.7306,OUT045,2002,,Tier 2,Supermarket Type1
338,NCB54,,Low Fat,0.049810328,Health and Hygiene,129.2336,OUT027,1985,Medium,Tier 3,Supermarket Type3
339,FDF32,16.35,Low Fat,0.068466049,Fruits and Vegetables,197.1426,OUT017,2007,,Tier 2,Supermarket Type1
340,FDN31,11.5,Low Fat,0.073178424,Fruits and Vegetables,189.153,OUT018,2009,Medium,Tier 3,Supermarket Type2
341,DRM48,15.2,Low Fat,0.113535259,Soft Drinks,36.0848,OUT017,2007,,Tier 2,Supermarket Type1
342,FDN20,19.35,Low Fat,0.026222599,Fruits and Vegetables,169.0474,OUT049,1999,Medium,Tier 1,Supermarket Type1
343,DRL01,19.5,Regular,0.0,Soft Drinks,233.1958,OUT046,1997,Small,Tier 1,Supermarket Type1
344,FDV56,16.1,Regular,0.01361686,Fruits and Vegetables,107.2596,OUT049,1999,Medium,Tier 1,Supermarket Type1
345,DRH13,,Low Fat,0.023770287999999997,Soft Drinks,107.728,OUT027,1985,Medium,Tier 3,Supermarket Type3
346,FDA03,18.5,Regular,0.045720935,Dairy,145.6102,OUT017,2007,,Tier 2,Supermarket Type1
347,FDF47,,Low Fat,0.097145513,Starchy Foods,223.8746,OUT027,1985,Medium,Tier 3,Supermarket Type3
348,FDX32,15.1,Regular,0.099858247,Fruits and Vegetables,146.4786,OUT046,1997,Small,Tier 1,Supermarket Type1
349,FDX57,17.25,Regular,0.047339698,Snack Foods,96.5068,OUT049,1999,Medium,Tier 1,Supermarket Type1
350,NCA30,19.0,LF,0.129596025,Household,190.5872,OUT045,2002,,Tier 2,Supermarket Type1
351,FDO49,10.6,Regular,0.033024662999999996,Breakfast,49.3008,OUT013,1987,High,Tier 3,Supermarket Type1
352,FDL04,,Low Fat,0.19596346399999998,Frozen Foods,105.1622,OUT019,1985,Small,Tier 1,Grocery Store
353,DRM48,15.2,Low Fat,0.11287532199999999,Soft Drinks,37.2848,OUT035,2004,Small,Tier 2,Supermarket Type1
354,FDR16,5.845,Regular,0.10493060900000001,Frozen Foods,212.3218,OUT013,1987,High,Tier 3,Supermarket Type1
355,NCC19,6.57,Low Fat,0.097275225,Household,192.68200000000002,OUT018,2009,Medium,Tier 3,Supermarket Type2
356,NCE42,21.1,Low Fat,0.010623793999999999,Household,235.4958,OUT045,2002,,Tier 2,Supermarket Type1
357,FDY24,4.88,Regular,0.134248297,Baking Goods,54.9298,OUT017,2007,,Tier 2,Supermarket Type1
358,FDH19,19.35,Low Fat,0.033139916,Meat,175.4738,OUT049,1999,Medium,Tier 1,Supermarket Type1
359,FDJ46,11.1,Low Fat,0.044786137000000004,Snack Foods,173.4054,OUT013,1987,High,Tier 3,Supermarket Type1
360,FDN45,19.35,Low Fat,0.197679823,Snack Foods,224.6088,OUT010,1998,,Tier 3,Grocery Store
361,FDY08,9.395,Regular,0.171042873,Fruits and Vegetables,139.9838,OUT035,2004,Small,Tier 2,Supermarket Type1
362,FDZ37,8.1,Regular,0.019764765,Canned,86.6198,OUT035,2004,Small,Tier 2,Supermarket Type1
363,NCT30,9.1,LF,0.08045572599999999,Household,47.3718,OUT045,2002,,Tier 2,Supermarket Type1
364,DRY23,9.395,Regular,0.109540783,Soft Drinks,41.9112,OUT018,2009,Medium,Tier 3,Supermarket Type2
365,NCZ30,6.59,Low Fat,0.026291649,Household,121.7098,OUT018,2009,Medium,Tier 3,Supermarket Type2
366,FDC44,15.6,Low Fat,0.173299972,Fruits and Vegetables,113.3518,OUT018,2009,Medium,Tier 3,Supermarket Type2
367,FDB45,20.85,Low Fat,0.021325759,Fruits and Vegetables,104.6306,OUT035,2004,Small,Tier 2,Supermarket Type1
368,FDY04,17.7,Regular,0.042441097000000004,Frozen Foods,163.221,OUT013,1987,High,Tier 3,Supermarket Type1
369,FDM27,12.35,reg,0.0,Meat,158.8946,OUT046,1997,Small,Tier 1,Supermarket Type1
370,FDZ43,11.0,Regular,0.057381292,Fruits and Vegetables,241.2512,OUT017,2007,,Tier 2,Supermarket Type1
371,FDT39,,Regular,0.017277445,Meat,150.7366,OUT019,1985,Small,Tier 1,Grocery Store
372,NCC06,,LF,0.047249645,Household,126.7336,OUT019,1985,Small,Tier 1,Grocery Store
373,FDL15,,Low Fat,0.046408927999999995,Meat,153.5682,OUT027,1985,Medium,Tier 3,Supermarket Type3
374,FDL57,15.1,Regular,0.067456225,Snack Foods,257.5304,OUT017,2007,,Tier 2,Supermarket Type1
375,FDU08,10.3,Low Fat,0.027315417,Fruits and Vegetables,98.7042,OUT046,1997,Small,Tier 1,Supermarket Type1
376,FDK40,7.035,Low Fat,0.021972988,Frozen Foods,264.091,OUT017,2007,,Tier 2,Supermarket Type1
377,FDQ12,12.65,Low Fat,0.059270332,Baking Goods,229.101,OUT010,1998,,Tier 3,Grocery Store
378,FDS48,15.15,Low Fat,0.027936385,Baking Goods,151.1708,OUT017,2007,,Tier 2,Supermarket Type1
379,FDP09,19.75,Low Fat,0.033958586,Snack Foods,212.0902,OUT045,2002,,Tier 2,Supermarket Type1
380,FDW21,5.34,Regular,0.005973153,Snack Foods,99.0358,OUT049,1999,Medium,Tier 1,Supermarket Type1
381,FDY25,12.0,Low Fat,0.033968012,Canned,181.0976,OUT035,2004,Small,Tier 2,Supermarket Type1
382,DRE13,6.28,Low Fat,0.027861814,Soft Drinks,85.5198,OUT017,2007,,Tier 2,Supermarket Type1
383,FDV43,,Low Fat,0.134564284,Fruits and Vegetables,42.7086,OUT019,1985,Small,Tier 1,Grocery Store
384,FDD22,10.0,Low Fat,0.099851786,Snack Foods,111.7544,OUT045,2002,,Tier 2,Supermarket Type1
385,FDM46,,Low Fat,0.280083047,Snack Foods,92.712,OUT019,1985,Small,Tier 1,Grocery Store
386,NCO30,19.5,Low Fat,0.026320247,Household,184.9608,OUT010,1998,,Tier 3,Grocery Store
387,FDM25,10.695,Regular,0.060665739,Breakfast,173.7712,OUT046,1997,Small,Tier 1,Supermarket Type1
388,NCN41,17.0,Low Fat,0.052290474,Health and Hygiene,122.87299999999999,OUT049,1999,Medium,Tier 1,Supermarket Type1
389,FDU24,6.78,Regular,0.140447292,Baking Goods,93.31200000000001,OUT045,2002,,Tier 2,Supermarket Type1
390,FDZ50,12.8,Regular,0.079076331,Dairy,183.7608,OUT046,1997,Small,Tier 1,Supermarket Type1
391,FDP45,15.7,Regular,0.030599357999999997,Snack Foods,251.4724,OUT013,1987,High,Tier 3,Supermarket Type1
392,NCM54,17.7,Low Fat,0.051042366,Household,126.1678,OUT045,2002,,Tier 2,Supermarket Type1
393,FDW10,,Low Fat,0.123745045,Snack Foods,175.33700000000002,OUT019,1985,Small,Tier 1,Grocery Store
394,FDP20,19.85,Low Fat,0.04592756,Fruits and Vegetables,127.902,OUT017,2007,,Tier 2,Supermarket Type1
395,FDK32,16.25,Regular,0.048975573,Fruits and Vegetables,151.0682,OUT046,1997,Small,Tier 1,Supermarket Type1
396,FDN52,9.395,Regular,0.13177444,Frozen Foods,87.7198,OUT049,1999,Medium,Tier 1,Supermarket Type1
397,FDM58,16.85,Regular,0.0,Snack Foods,111.0544,OUT045,2002,,Tier 2,Supermarket Type1
398,FDZ46,,Low Fat,0.068788985,Snack Foods,110.8228,OUT027,1985,Medium,Tier 3,Supermarket Type3
399,NCA18,10.1,Low Fat,0.05630601,Household,117.1492,OUT018,2009,Medium,Tier 3,Supermarket Type2
400,FDD35,12.15,Low Fat,0.025864428999999998,Starchy Foods,121.844,OUT046,1997,Small,Tier 1,Supermarket Type1
401,NCK31,10.895,Low Fat,0.02704266,Others,49.4666,OUT035,2004,Small,Tier 2,Supermarket Type1
402,FDI40,,Regular,0.124994714,Frozen Foods,100.5358,OUT027,1985,Medium,Tier 3,Supermarket Type3
403,FDT50,,Regular,0.189512493,Dairy,97.7752,OUT019,1985,Small,Tier 1,Grocery Store
404,NCT06,17.1,Low Fat,0.038737554,Household,164.7842,OUT046,1997,Small,Tier 1,Supermarket Type1
405,FDT31,19.75,Low Fat,0.012445941,Fruits and Vegetables,187.8872,OUT035,2004,Small,Tier 2,Supermarket Type1
406,FDT45,15.85,Low Fat,0.05740255,Snack Foods,53.0956,OUT049,1999,Medium,Tier 1,Supermarket Type1
407,FDT13,14.85,Low Fat,0.018609305,Canned,187.1214,OUT045,2002,,Tier 2,Supermarket Type1
408,FDO50,16.25,Low Fat,0.07832726799999999,Canned,90.9804,OUT045,2002,,Tier 2,Supermarket Type1
409,NCU18,15.1,Low Fat,0.093464804,Household,140.8496,OUT010,1998,,Tier 3,Grocery Store
410,NCR54,16.35,Low Fat,0.090702992,Household,195.111,OUT049,1999,Medium,Tier 1,Supermarket Type1
411,NCO18,13.15,Low Fat,0.024751687999999997,Household,178.2686,OUT018,2009,Medium,Tier 3,Supermarket Type2
412,FDU09,7.71,Regular,0.0667322,Snack Foods,56.2956,OUT045,2002,,Tier 2,Supermarket Type1
413,FDT13,14.85,Low Fat,0.018647294,Canned,187.5214,OUT018,2009,Medium,Tier 3,Supermarket Type2
414,FDE09,8.775,Low Fat,0.021603382999999997,Fruits and Vegetables,112.2228,OUT046,1997,Small,Tier 1,Supermarket Type1
415,NCK53,,Low Fat,0.06579990599999999,Health and Hygiene,101.1042,OUT019,1985,Small,Tier 1,Grocery Store
416,FDG45,8.1,Low Fat,0.0,Fruits and Vegetables,213.2902,OUT049,1999,Medium,Tier 1,Supermarket Type1
417,DRH15,8.775,Low Fat,0.10989048900000001,Dairy,45.0428,OUT035,2004,Small,Tier 2,Supermarket Type1
418,FDO21,,Regular,0.017093788999999998,Snack Foods,224.0404,OUT019,1985,Small,Tier 1,Grocery Store
419,FDD14,,LF,0.16898615,Canned,184.2266,OUT027,1985,Medium,Tier 3,Supermarket Type3
420,FDC09,15.5,Regular,0.026302004,Fruits and Vegetables,102.7332,OUT046,1997,Small,Tier 1,Supermarket Type1
421,FDH45,,Regular,0.105155137,Fruits and Vegetables,43.2796,OUT027,1985,Medium,Tier 3,Supermarket Type3
422,FDV32,7.785,Low Fat,0.08870838800000001,Fruits and Vegetables,65.051,OUT046,1997,Small,Tier 1,Supermarket Type1
423,FDG12,6.635,Regular,0.00632491,Baking Goods,119.1098,OUT035,2004,Small,Tier 2,Supermarket Type1
424,FDS32,17.75,Regular,0.029629236,Fruits and Vegetables,140.1838,OUT013,1987,High,Tier 3,Supermarket Type1
425,NCL55,12.15,Low Fat,0.064924087,Others,251.204,OUT018,2009,Medium,Tier 3,Supermarket Type2
426,DRE01,10.1,Low Fat,0.167123591,Soft Drinks,243.5512,OUT035,2004,Small,Tier 2,Supermarket Type1
427,DRE15,13.35,Low Fat,0.017813048,Dairy,77.0012,OUT049,1999,Medium,Tier 1,Supermarket Type1
428,NCL42,18.85,Low Fat,0.04045348,Household,247.0144,OUT045,2002,,Tier 2,Supermarket Type1
429,FDP31,21.1,Regular,0.161370557,Fruits and Vegetables,64.0168,OUT013,1987,High,Tier 3,Supermarket Type1
430,FDN33,6.305,Regular,0.12361728599999999,Snack Foods,93.5436,OUT018,2009,Medium,Tier 3,Supermarket Type2
431,FDZ59,6.63,Regular,0.10402158199999999,Baking Goods,164.85,OUT046,1997,Small,Tier 1,Supermarket Type1
432,FDE45,12.1,Low Fat,0.067549872,Fruits and Vegetables,178.3002,OUT010,1998,,Tier 3,Grocery Store
433,FDJ07,7.26,Low Fat,0.01441152,Meat,118.415,OUT013,1987,High,Tier 3,Supermarket Type1
434,FDQ45,9.5,Regular,0.010961523999999999,Snack Foods,184.4608,OUT018,2009,Medium,Tier 3,Supermarket Type2
435,FDM33,,Low Fat,0.08729490599999999,Snack Foods,219.1798,OUT027,1985,Medium,Tier 3,Supermarket Type3
436,FDO15,16.75,Regular,0.014338638999999999,Meat,75.7038,OUT010,1998,,Tier 3,Grocery Store
437,FDM46,7.365,Low Fat,0.159834724,Snack Foods,92.512,OUT013,1987,High,Tier 3,Supermarket Type1
438,FDR03,15.7,Regular,0.008753653,Meat,205.69799999999998,OUT045,2002,,Tier 2,Supermarket Type1
439,FDY49,17.2,Regular,0.012061003,Canned,166.4184,OUT018,2009,Medium,Tier 3,Supermarket Type2
440,FDQ60,6.195,Regular,0.109596256,Baking Goods,118.8098,OUT045,2002,,Tier 2,Supermarket Type1
441,FDW10,21.2,Low Fat,0.0,Snack Foods,176.137,OUT049,1999,Medium,Tier 1,Supermarket Type1
442,FDO51,6.785,Regular,0.042047755,Meat,44.6112,OUT049,1999,Medium,Tier 1,Supermarket Type1
443,FDJ40,13.6,Regular,0.049791265,Frozen Foods,108.7912,OUT018,2009,Medium,Tier 3,Supermarket Type2
444,FDS20,8.85,Low Fat,0.054086342999999995,Fruits and Vegetables,182.2292,OUT018,2009,Medium,Tier 3,Supermarket Type2
445,FDU45,15.6,Regular,0.035476594,Snack Foods,112.4518,OUT013,1987,High,Tier 3,Supermarket Type1
446,FDV02,16.75,Low Fat,0.060534179,Dairy,169.4106,OUT035,2004,Small,Tier 2,Supermarket Type1
447,FDN09,14.15,Low Fat,0.034874689,Snack Foods,242.2828,OUT046,1997,Small,Tier 1,Supermarket Type1
448,NCM55,,Low Fat,0.066403009,Others,186.6924,OUT027,1985,Medium,Tier 3,Supermarket Type3
449,FDN23,6.575,Regular,0.075815345,Breads,144.6444,OUT018,2009,Medium,Tier 3,Supermarket Type2
450,FDY31,5.98,Low Fat,0.072915282,Fruits and Vegetables,145.1418,OUT010,1998,,Tier 3,Grocery Store
451,FDW03,5.63,Regular,0.041077066,Meat,106.5306,OUT010,1998,,Tier 3,Grocery Store
